"","mindsCode","tag","response","index","digit1","digit2","digit3","digit4","digit5","digit6","X","left","right","condObs"
"134","M515545","t110010","He goes to hot dog stand because it is his favourite.He want to take the short route because he know the hot dog stand is at the corner",166,1,1,0,0,1,0,"He goes to hot dog stand because it is his favourite. He wants to take the short route because he knows the hot dog stand is at the corner _ P=1","He goes to hot dog stand because it is his favourite. He wants to take the short route because he knows the hot dog stand is at the corner","P=1","1100"
"135","M515545","t000001","Adrian doesn't know the area well. So he walk around the road to  familiar the area and buy the pizza  at the end of the walk",167,0,0,0,0,0,1,"Adrian doesn't know the area well. So he walks around the road to familiarise the area and buys the pizza at the end of the walk _ Ku=1","Adrian doesn't know the area well. So he walks around the road to familiarise the area and buys the pizza at the end of the walk","Ku=1","0000"
"136","M515545","t001110","He is hungry and he sees there is a hot dog stand.",168,0,0,1,1,1,0,"He is hungry and he sees there is a hot dog stand. _ S=1","He is hungry and he sees there is a hot dog stand.","S=1","0011"
"137","M565067","t011011","he wanted the extra exercise to be relieved of some guilt.",169,0,1,1,0,1,1,"he wanted the extra exercise to be relieved of some guilt. _ Cu=1","he wanted the extra exercise to be relieved of some guilt.","Cu=1","0110"
"138","M565067","t001010","He took the shortest path and didn't want to get lost.",170,0,0,1,0,1,0,"He took the shortest path and didn't want to get lost. _ K=0","He took the shortest path and didn't want to get lost.","K=0","0010"
"139","M565067","t010100","Shortest path to his distation",171,0,1,0,1,0,0,"Shortest path to his destination _ C=0","Shortest path to his destination","C=0","0101"
"140","M565067","t110110","He doesn't want to do any unnecessary steps and to get their asap",172,1,1,0,1,1,0,"He doesn't want to do any unnecessary steps and to get there asap _ C=0","He doesn't want to do any unnecessary steps and to get there asap","C=0","1101"
"141","M565067","t100111","He might have believed that the other path was shorter, or mayhbe the road was blocked.",174,1,0,0,1,1,1,"He might have believed that the other path was shorter, or maybe the road was blocked. _ Unclear","He might have believed that the other path was shorter, or maybe the road was blocked.","Unclear","1001"
"142","M565067","t000101","He didn't know that the other path lead to the destination.",175,0,0,0,1,0,1,"He didn't know that the other path lead to the destination. _ K=0","He didn't know that the other path lead to the destination.","K=0","0001"
"143","M565067","t101000","He took the shortest path, not knowing if he would find the other path there.",176,1,0,1,0,0,0,"He took the shortest path, not knowing if he would find the other path there. _ K=0","He took the shortest path, not knowing if he would find the other path there.","K=0","1010"
"144","M023413","t000011","He wanted a hot dog today for a change. He is sporty and fancied a long walk.",177,0,0,0,0,1,1,"He wanted a hot dog today for a change. He is sporty and fancied a long walk. _ Pu=1","He wanted a hot dog today for a change. He is sporty and fancied a long walk.","Pu=1","0000"
"145","M023413","t101110","He didn't know the area and was very hungry. He wanted pizza, but would settle for a hot dog.",178,1,0,1,1,1,0,"He didn't know the area and was very hungry. He wanted pizza, but would settle for a hot dog. _ Pu=0","He didn't know the area and was very hungry. He wanted pizza, but would settle for a hot dog.","Pu=0","1011"
"146","M023413","t100101","Today he really wanted pizza and decided to walk a long distance to get pizza.",179,1,0,0,1,0,1,"Today he really wanted pizza and decided to walk a long distance to get pizza. _ Pu=0","Today he really wanted pizza and decided to walk a long distance to get pizza.","Pu=0","1001"
"147","M023413","t011001","He was silly and walked the complete long way round to get pizza. If he knew the area, he could have saved so much time!",180,0,1,1,0,0,1,"He was silly and walked the complete long way round to get pizza. If he knew the area, he could have saved so much time! _ K=0","He was silly and walked the complete long way round to get pizza. If he knew the area, he could have saved so much time!","K=0","0110"
"148","M023413","t111111","He did not know the area and walked straight past the pizza and ended up with a hot dog.",181,1,1,1,1,1,1,"He did not know the area and walked straight past the pizza and ended up with a hot dog. _ K=0","He did not know the area and walked straight past the pizza and ended up with a hot dog.","K=0","1111"
"149","M023413","t001000","He really walked a short didtance today to get pizza. He is learning.",183,0,0,1,0,0,0,"He really walked a short distance today to get pizza. He is learning. _ Unclear","He really walked a short distance today to get pizza. He is learning.","Unclear","0010"
"150","M302180","t111100","They wanted to get their exercise in, so took a longer route location and went for pizza.",185,1,1,1,1,0,0,"They wanted to get their exercise in, so took a longer route and went for pizza. _ Cu=1","They wanted to get their exercise in, so took a longer route and went for pizza.","Cu=1","1111"
"151","M302180","t010111","Charlie went to the closest location, as he is lazy.",186,0,1,0,1,1,1,"Charlie went to the closest location, as he is lazy. _ C=0","Charlie went to the closest location, as he is lazy.","C=0","0101"
"152","M302180","t100010","Harper went for a hot dog as it is his favourite.",187,1,0,0,0,1,0,"Harper went for a hot dog as it is his favourite. _ P=1","Harper went for a hot dog as it is his favourite.","P=1","1000"
"153","M302180","t011110","Drew chose a food truck close to him, to save time.",188,0,1,1,1,1,0,"Drew chose a food truck close to him, to save time. _ C=0","Drew chose a food truck close to him, to save time.","C=0","0111"
"154","M302180","t110001","Parker decided to try something new today and went for pizza. Also even though he is lazy, he tried to challenge himself today.",189,1,1,0,0,0,1,"Parker decided to try something new today and went for pizza. Also even though he is lazy, he tried to challenge himself today. _ Pu=0","Parker decided to try something new today and went for pizza. Also even though he is lazy, he tried to challenge himself today.","Pu=0","1100"
"155","M302180","t101011","Jesse wanted to try pizza and get her exercise in today.",190,1,0,1,0,1,1,"Jesse wanted to try pizza and get her exercise in today. _ Pu=0","Jesse wanted to try pizza and get her exercise in today.","Pu=0","1010"
"156","M068961","t001111","He is sporty and wanted to go for a long walk to see what is out there.",193,0,0,1,1,1,1,"He is sporty and wanted to go for a long walk to see what is out there. _ C=1","He is sporty and wanted to go for a long walk to see what is out there.","C=1","0011"
"157","M068961","t110011","He must have been in a good mood and just wanted to have a look around. But he knew he would end up back for a hot dog.",194,1,1,0,0,1,1,"He must have been in a good mood and just wanted to have a look around. But he knew he would end up back for a hot dog. _ Ku=1","He must have been in a good mood and just wanted to have a look around. But he knew he would end up back for a hot dog.","Ku=1","1100"
"158","M068961","t100100","He is lazy and thought another hot dog stand was closer.",196,1,0,0,1,0,0,"He is lazy and thought another hot dog stand was closer. _ C=0","He is lazy and thought another hot dog stand was closer.","C=0","1001"
"159","M068961","t000010","He thought that another stall would be closer if he went the other way.",198,0,0,0,0,1,0,"He thought that another stall would be closer if he went the other way. _ Ku=1","He thought that another stall would be closer if he went the other way.","Ku=1","0000"
"160","M068961","t111110","He knows what he likes and went straight to the hot dog stand.",199,1,1,1,1,1,0,"He knows what he likes and went straight to the hot dog stand. _ P=1","He knows what he likes and went straight to the hot dog stand.","P=1","1111"
"161","M492357","t000101","Adrian couldn't see where the pizza stand was.  He is lazy but as he didn't know the area well probably chose a route at random.  Unfortunately he chose wrongly and went the long way which wouldn't fit in well with his lazyness so route was an unfortunate choice of chance.",201,0,0,0,1,0,1,"Adrian couldn't see where the pizza stand was. He is lazy but as he didn't know the area well probably chose a route at random. Unfortunately he chose wrongly and went the long way which wouldn't fit in well with his laziness so route was an unfortunate choice of chance. _ K=0","Adrian couldn't see where the pizza stand was. He is lazy but as he didn't know the area well probably chose a route at random. Unfortunately he chose wrongly and went the long way which wouldn't fit in well with his laziness so route was an unfortunate choice of chance.","K=0","0001"
"162","M492357","t110110","Parker's favourite food is hot dogs so he would head for the hot dog stand.  He is lazy and can see the stand from his starting location so he chose the direct short route to the stand.",202,1,1,0,1,1,0,"Parker's favourite food is hot dogs so he would head for the hot dog stand. He is lazy and can see the stand from his starting location so he chose the direct short route to the stand. _ P=1","Parker's favourite food is hot dogs so he would head for the hot dog stand. He is lazy and can see the stand from his starting location so he chose the direct short route to the stand.","P=1","1101"
"163","M492357","t101000","Although Jesse is sporty they probably really like hot dogs or were very hungry so went to the hot dog stand by the shortest route.",203,1,0,1,0,0,0,"Although Jesse is sporty they probably really like hot dogs or were very hungry so went to the hot dog stand by the shortest route. _ P=1","Although Jesse is sporty they probably really like hot dogs or were very hungry so went to the hot dog stand by the shortest route.","P=1","1010"
"164","M492357","t010100","Charlie is lazy so would want to reach the hot dog stand (favourite) by the shortest route, however it could not be seen from the starting location so it was probably due to Charlie knowing the area well that the shortest route was taken.",204,0,1,0,1,0,0,"Charlie is lazy so would want to reach the hot dog stand (favourite) by the shortest route, however it could not be seen from the starting location so it was probably due to Charlie knowing the area well that the shortest route was taken. _ K=1","Charlie is lazy so would want to reach the hot dog stand (favourite) by the shortest route, however it could not be seen from the starting location so it was probably due to Charlie knowing the area well that the shortest route was taken.","K=1","0101"
"165","M492357","t011011","Drew is sporty and knows the area well so would know the shortest route to the hot dog stand (favourite) but the longer route was taken so Drew probably wanted a good amount of exercise before having a snack.",205,0,1,1,0,1,1,"Drew is sporty and knows the area well so would know the shortest route to the hot dog stand (favourite) but the longer route was taken so Drew probably wanted a good amount of exercise before having a snack. _ Cu=1","Drew is sporty and knows the area well so would know the shortest route to the hot dog stand (favourite) but the longer route was taken so Drew probably wanted a good amount of exercise before having a snack.","Cu=1","0110"
