"","mindsCode","situTag","Preference","Knowledge","Character","Start","short_vis","long_vis","short_inv","long_inv"
"1400","M057814","0100","Absent","Yes","Lazy","Pizza visible",6,1,3,1
"1401","M057814","1100","Hot dogs","Yes","Lazy","Pizza visible",6,1,6,1
"1402","M057814","0001","Absent","No","Lazy","Hot dogs visible",7,1,5,1
"1403","M057814","0111","Absent","Yes","Sporty","Hot dogs visible",4,7,5,7
"1404","M057814","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,3,1
"1405","M057814","0010","Absent","No","Sporty","Pizza visible",5,7,5,5
"1406","M057814","1000","Hot dogs","No","Lazy","Pizza visible",7,1,5,1
"1407","M057814","1010","Hot dogs","No","Sporty","Pizza visible",4,1,7,5
"1408","M057814","1011","Hot dogs","No","Sporty","Hot dogs visible",0,7,3,1
"1409","M992533","1010","Hot dogs","No","Sporty","Pizza visible",5,1,7,4
"1410","M992533","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,2,4,1
"1411","M992533","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,2
"1412","M992533","1000","Hot dogs","No","Lazy","Pizza visible",5,1,5,2
"1413","M992533","0010","Absent","No","Sporty","Pizza visible",7,1,6,2
"1414","M992533","1110","Hot dogs","Yes","Sporty","Pizza visible",4,1,7,3
"1415","M992533","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,4,2,1
"1416","M992533","0011","Absent","No","Sporty","Hot dogs visible",7,1,6,3
"1417","M992533","0100","Absent","Yes","Lazy","Pizza visible",7,1,4,1
"1418","M992533","1011","Hot dogs","No","Sporty","Hot dogs visible",7,6,5,1
"1419","M992533","0111","Absent","Yes","Sporty","Hot dogs visible",7,4,5,3
"1420","M992533","0110","Absent","Yes","Sporty","Pizza visible",7,2,4,3
"1421","M992533","0101","Absent","Yes","Lazy","Hot dogs visible",7,2,6,2
"1422","M992533","0001","Absent","No","Lazy","Hot dogs visible",7,1,6,1
"1423","M992533","0000","Absent","No","Lazy","Pizza visible",7,1,5,1
"1424","M992533","1001","Hot dogs","No","Lazy","Hot dogs visible",7,3,6,1
"1425","M040132","1000","Hot dogs","No","Lazy","Pizza visible",7,1,3,1
"1426","M040132","0011","Absent","No","Sporty","Hot dogs visible",3,5,3,5
"1427","M040132","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"1428","M040132","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"1429","M040132","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,1
"1430","M040132","1100","Hot dogs","Yes","Lazy","Pizza visible",5,1,6,1
"1431","M040132","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,3,2
"1432","M040132","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,7,5
"1433","M040132","0010","Absent","No","Sporty","Pizza visible",1,6,3,6
"1434","M040132","0001","Absent","No","Lazy","Hot dogs visible",7,1,5,1
"1435","M040132","0110","Absent","Yes","Sporty","Pizza visible",1,6,4,4
"1436","M040132","1010","Hot dogs","No","Sporty","Pizza visible",1,3,4,5
"1437","M040132","0111","Absent","Yes","Sporty","Hot dogs visible",4,5,3,6
"1438","M040132","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,6,2,3
"1439","M040132","1011","Hot dogs","No","Sporty","Hot dogs visible",4,6,3,5
"1440","M040132","0000","Absent","No","Lazy","Pizza visible",7,1,5,1
